id,symbol,ask,bid,flags,last,time,time_msc,volume,volume_real,timestamp
245,WINV20,101060,101050,30,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:26:00
246,WINV20,101060,101050,30,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:27:00
247,WINV20,101060,101050,30,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:28:00
248,WINV20,101060,101050,30,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:29:00
249,WINV20,101060,101050,30,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:30:00
250,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:31:00
251,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:32:00
252,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:33:00
253,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:34:00
254,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:35:00
255,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:36:00
256,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:37:00
257,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:38:00
258,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:39:00
259,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:40:00
260,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:41:00
261,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:42:00
262,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:43:00
263,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:44:00
264,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:45:00
265,WINV20,0,0,6,101060,2020-09-03T18:01:21Z,1599156081146,114,114,2020-9-3 19:46:00
